plantID,pop,year,popYear,sp,nFlrs,nFrts,latN,lonW,corLcat,majorVisPeriod,noVisitation
SILB-2018-01,SILB,2018,SILB-2018,S,33,11,42.44124,-87.80295,long,diurnal,0
SILB-2018-02,SILB,2018,SILB-2018,S,10,5,42.44124,-87.80295,long,diurnal,0
SILB-2018-03,SILB,2018,SILB-2018,S,34,12,42.44124,-87.80295,long,diurnal,0
SILB-2018-04,SILB,2018,SILB-2018,S,35,10,42.44124,-87.80295,long,diurnal,0
SILB-2018-05,SILB,2018,SILB-2018,S,51,14,42.44124,-87.80295,long,diurnal,0
SILB-2018-06,SILB,2018,SILB-2018,S,32,10,42.44124,-87.80295,long,diurnal,0
SILB-2018-07,SILB,2018,SILB-2018,S,37,2,42.44124,-87.80295,long,diurnal,0
SILB-2018-08,SILB,2018,SILB-2018,S,31,8,42.44124,-87.80295,long,diurnal,0
SILB-2018-09,SILB,2018,SILB-2018,S,7,5,42.44124,-87.80295,long,diurnal,0
SILB-2018-10,SILB,2018,SILB-2018,S,27,17,42.44124,-87.80295,long,diurnal,0
SILB-2018-11,SILB,2018,SILB-2018,S,68,10,42.44124,-87.80295,long,diurnal,0
SILB-2018-12,SILB,2018,SILB-2018,S,44,6,42.44124,-87.80295,long,diurnal,0
SILB-2018-13,SILB,2018,SILB-2018,S,33,12,42.44124,-87.80295,long,diurnal,0
SILB-2018-14,SILB,2018,SILB-2018,S,18,7,42.44124,-87.80295,long,diurnal,0
SILB-2018-15,SILB,2018,SILB-2018,S,34,6,42.44124,-87.80295,long,diurnal,0
SILB-2018-16,SILB,2018,SILB-2018,S,23,15,42.44124,-87.80295,long,diurnal,0
SILB-2018-17,SILB,2018,SILB-2018,S,65,20,42.44124,-87.80295,long,diurnal,0
SILB-2018-18,SILB,2018,SILB-2018,S,19,5,42.44124,-87.80295,long,diurnal,0
SILB-2018-19,SILB,2018,SILB-2018,S,62,23,42.44124,-87.80295,long,diurnal,0
SILB-2018-20,SILB,2018,SILB-2018,S,29,5,42.44124,-87.80295,long,diurnal,0
SILB-2018-21,SILB,2018,SILB-2018,S,41,15,42.44124,-87.80295,long,diurnal,0
SILB-2018-22,SILB,2018,SILB-2018,S,37,2,42.44124,-87.80295,long,diurnal,0
SILB-2018-23,SILB,2018,SILB-2018,S,10,1,42.44124,-87.80295,long,diurnal,0
SILB-2018-24,SILB,2018,SILB-2018,S,14,3,42.44124,-87.80295,long,diurnal,0
SILB-2018-25,SILB,2018,SILB-2018,S,28,3,42.44124,-87.80295,long,diurnal,0
SILB-2018-26,SILB,2018,SILB-2018,S,87,42,42.44124,-87.80295,long,diurnal,0
SILB-2018-27,SILB,2018,SILB-2018,S,54,5,42.44124,-87.80295,long,diurnal,0
SILB-2018-28,SILB,2018,SILB-2018,S,48,8,42.44124,-87.80295,long,diurnal,0
SILB-2018-29,SILB,2018,SILB-2018,S,41,12,42.44124,-87.80295,long,diurnal,0
SILB-2018-30,SILB,2018,SILB-2018,S,79,33,42.44124,-87.80295,long,diurnal,0
SILB01,SILB,2017,SILB-2017,S,85,26,42.44124,-87.80295,long,diurnal,1
SILB02,SILB,2017,SILB-2017,S,31,8,42.44124,-87.80295,long,diurnal,1
SILB03,SILB,2017,SILB-2017,S,11,2,42.44124,-87.80295,long,diurnal,1
SILB04,SILB,2017,SILB-2017,S,22,3,42.44124,-87.80295,long,diurnal,1
SILB05,SILB,2017,SILB-2017,S,41,3,42.44124,-87.80295,long,diurnal,1
SILB06,SILB,2017,SILB-2017,S,61,8,42.44124,-87.80295,long,diurnal,1
SILB07,SILB,2017,SILB-2017,S,20,9,42.44124,-87.80295,long,diurnal,1
SILB08,SILB,2017,SILB-2017,S,32,5,42.44124,-87.80295,long,diurnal,1
SILB09,SILB,2017,SILB-2017,S,35,7,42.44124,-87.80295,long,diurnal,1
SILB10,SILB,2017,SILB-2017,S,25,16,42.44124,-87.80295,long,diurnal,1
SILB11,SILB,2017,SILB-2017,S,44,4,42.44124,-87.80295,long,diurnal,1
SILB12,SILB,2017,SILB-2017,S,38,0,42.44124,-87.80295,long,diurnal,1
SILB13,SILB,2017,SILB-2017,S,23,0,42.44124,-87.80295,long,diurnal,1
SILB14,SILB,2017,SILB-2017,S,43,2,42.44124,-87.80295,long,diurnal,1
SILB15,SILB,2017,SILB-2017,S,32,0,42.44124,-87.80295,long,diurnal,1
SILB16,SILB,2017,SILB-2017,S,85,22,42.44124,-87.80295,long,diurnal,1
SILB17,SILB,2017,SILB-2017,S,103,17,42.44124,-87.80295,long,diurnal,1
SILB18,SILB,2017,SILB-2017,S,92,18,42.44124,-87.80295,long,diurnal,1
SILB19,SILB,2017,SILB-2017,S,25,3,42.44124,-87.80295,long,diurnal,1
SILB20,SILB,2017,SILB-2017,S,53,8,42.44124,-87.80295,long,diurnal,1
SILB21,SILB,2017,SILB-2017,S,118,26,42.44124,-87.80295,long,diurnal,1
SILB22,SILB,2017,SILB-2017,S,72,8,42.44124,-87.80295,long,diurnal,1
SILB23,SILB,2017,SILB-2017,S,35,12,42.44124,-87.80295,long,diurnal,1
SILB24,SILB,2017,SILB-2017,S,45,10,42.44124,-87.80295,long,diurnal,1
SILB25,SILB,2017,SILB-2017,S,71,13,42.44124,-87.80295,long,diurnal,1
SILB26,SILB,2017,SILB-2017,S,41,14,42.44124,-87.80295,long,diurnal,1
SILB27,SILB,2017,SILB-2017,S,51,10,42.44124,-87.80295,long,diurnal,1
SILB28,SILB,2017,SILB-2017,S,12,1,42.44124,-87.80295,long,diurnal,1
SILB29,SILB,2017,SILB-2017,S,52,10,42.44124,-87.80295,long,diurnal,1
SILB30,SILB,2017,SILB-2017,S,61,16,42.44124,-87.80295,long,diurnal,1
SMP01,SMP,2019,SMP-2019,S,20,4,32.2852116,-100.7884505,short,diurnal,0
SMP02,SMP,2019,SMP-2019,S,18,10,32.2852116,-100.7884505,short,diurnal,0
SMP03,SMP,2019,SMP-2019,S,16,8,32.2852116,-100.7884505,short,diurnal,0
SMP04,SMP,2019,SMP-2019,S,29,6,32.2852116,-100.7884505,short,diurnal,0
SMP05,SMP,2019,SMP-2019,S,30,19,32.2852116,-100.7884505,short,diurnal,0
SMP06,SMP,2019,SMP-2019,S,23,11,32.2852116,-100.7884505,short,diurnal,0
SMP07,SMP,2019,SMP-2019,S,22,13,32.2852116,-100.7884505,short,diurnal,0
SMP08,SMP,2019,SMP-2019,S,44,25,32.2852116,-100.7884505,short,diurnal,0
SMP09,SMP,2019,SMP-2019,S,45,19,32.2852116,-100.7884505,short,diurnal,0
SMP10,SMP,2019,SMP-2019,S,34,7,32.2852116,-100.7884505,short,diurnal,0
SMP11,SMP,2019,SMP-2019,S,36,24,32.2852116,-100.7884505,short,diurnal,0
SMP12,SMP,2019,SMP-2019,S,33,14,32.2852116,-100.7884505,short,diurnal,0
SMP13,SMP,2019,SMP-2019,S,27,10,32.2852116,-100.7884505,short,diurnal,0
SMP14,SMP,2019,SMP-2019,S,34,16,32.2852116,-100.7884505,short,diurnal,0
SMP15,SMP,2019,SMP-2019,S,20,10,32.2852116,-100.7884505,short,diurnal,0
SMP16,SMP,2019,SMP-2019,S,17,3,32.2852116,-100.7884505,short,diurnal,0
SMP17,SMP,2019,SMP-2019,S,22,5,32.2852116,-100.7884505,short,diurnal,0
SMP18,SMP,2019,SMP-2019,S,23,10,32.2852116,-100.7884505,short,diurnal,0
SMP19,SMP,2019,SMP-2019,S,65,14,32.2852116,-100.7884505,short,diurnal,0
SMP20,SMP,2019,SMP-2019,S,35,8,32.2852116,-100.7884505,short,diurnal,0
SMP21,SMP,2019,SMP-2019,S,42,19,32.2852116,-100.7884505,short,diurnal,0
SMP22,SMP,2019,SMP-2019,S,27,10,32.2852116,-100.7884505,short,diurnal,0
SMP23,SMP,2019,SMP-2019,S,15,4,32.2852116,-100.7884505,short,diurnal,0
SMP24,SMP,2019,SMP-2019,S,40,27,32.2852116,-100.7884505,short,diurnal,0
SMP25,SMP,2019,SMP-2019,S,38,18,32.2852116,-100.7884505,short,diurnal,0
SMP26,SMP,2019,SMP-2019,S,28,9,32.2852116,-100.7884505,short,diurnal,0
SMP27,SMP,2019,SMP-2019,S,21,15,32.2852116,-100.7884505,short,diurnal,0
SMP28,SMP,2019,SMP-2019,S,25,19,32.2852116,-100.7884505,short,diurnal,0
SMP29,SMP,2019,SMP-2019,S,43,14,32.2852116,-100.7884505,short,diurnal,0
SMP30,SMP,2019,SMP-2019,S,36,18,32.2852116,-100.7884505,short,diurnal,0
SNRM-2018-01,SNRM,2018,SNRM-2018,S,30,2,41.89933,-89.34156,long,diurnal,0
SNRM-2018-02,SNRM,2018,SNRM-2018,S,29,8,41.89933,-89.34156,long,diurnal,0
SNRM-2018-03,SNRM,2018,SNRM-2018,S,41,6,41.89933,-89.34156,long,diurnal,0
SNRM-2018-04,SNRM,2018,SNRM-2018,S,14,3,41.89933,-89.34156,long,diurnal,0
SNRM-2018-05,SNRM,2018,SNRM-2018,S,9,4,41.89933,-89.34156,long,diurnal,0
SNRM-2018-06,SNRM,2018,SNRM-2018,S,11,3,41.89933,-89.34156,long,diurnal,0
SNRM-2018-07,SNRM,2018,SNRM-2018,S,12,1,41.89933,-89.34156,long,diurnal,0
SNRM-2018-08,SNRM,2018,SNRM-2018,S,3,3,41.89933,-89.34156,long,diurnal,0
SNRM-2018-09,SNRM,2018,SNRM-2018,S,17,4,41.89933,-89.34156,long,diurnal,0
SNRM-2018-10,SNRM,2018,SNRM-2018,S,6,1,41.89933,-89.34156,long,diurnal,0
SNRM-2018-11,SNRM,2018,SNRM-2018,S,12,1,41.89933,-89.34156,long,diurnal,0
SNRM-2018-12,SNRM,2018,SNRM-2018,S,31,10,41.89933,-89.34156,long,diurnal,0
SNRM-2018-13,SNRM,2018,SNRM-2018,S,33,6,41.89933,-89.34156,long,diurnal,0
SNRM-2018-14,SNRM,2018,SNRM-2018,S,35,3,41.89933,-89.34156,long,diurnal,0
SNRM-2018-15,SNRM,2018,SNRM-2018,S,15,2,41.89933,-89.34156,long,diurnal,0
SNRM01,SNRM,2017,SNRM-2017,S,90,44,41.89933,-89.34156,long,diurnal,0
SNRM02,SNRM,2017,SNRM-2017,S,41,20,41.89933,-89.34156,long,diurnal,0
SNRM03,SNRM,2017,SNRM-2017,S,87,51,41.89933,-89.34156,long,diurnal,0
SNRM04,SNRM,2017,SNRM-2017,S,33,19,41.89933,-89.34156,long,diurnal,0
SNRM05,SNRM,2017,SNRM-2017,S,40,18,41.89933,-89.34156,long,diurnal,0
SNRM06,SNRM,2017,SNRM-2017,S,47,17,41.89933,-89.34156,long,diurnal,0
SNRM07,SNRM,2017,SNRM-2017,S,52,5,41.89933,-89.34156,long,diurnal,0
SNRM08,SNRM,2017,SNRM-2017,S,48,22,41.89933,-89.34156,long,diurnal,0
SNRM09,SNRM,2017,SNRM-2017,S,41,25,41.89933,-89.34156,long,diurnal,0
SNRM10,SNRM,2017,SNRM-2017,S,70,36,41.89933,-89.34156,long,diurnal,0
SNRM11,SNRM,2017,SNRM-2017,S,20,12,41.89933,-89.34156,long,diurnal,0
SNRM12,SNRM,2017,SNRM-2017,S,61,31,41.89933,-89.34156,long,diurnal,0
SNRM13,SNRM,2017,SNRM-2017,S,8,3,41.89933,-89.34156,long,diurnal,0
SNRM14,SNRM,2017,SNRM-2017,S,42,23,41.89933,-89.34156,long,diurnal,0
SNRM15,SNRM,2017,SNRM-2017,S,65,42,41.89933,-89.34156,long,diurnal,0
SNRM16,SNRM,2017,SNRM-2017,S,29,12,41.89933,-89.34156,long,diurnal,0
SNRM17,SNRM,2017,SNRM-2017,S,41,19,41.89933,-89.34156,long,diurnal,0
SNRM18,SNRM,2017,SNRM-2017,S,41,6,41.89933,-89.34156,long,diurnal,0
SNRM19,SNRM,2017,SNRM-2017,S,66,23,41.89933,-89.34156,long,diurnal,0
SNRM20,SNRM,2017,SNRM-2017,S,129,54,41.89933,-89.34156,long,diurnal,0
SNRM21,SNRM,2017,SNRM-2017,S,34,9,41.89933,-89.34156,long,diurnal,0
SNRM22,SNRM,2017,SNRM-2017,S,17,9,41.89933,-89.34156,long,diurnal,0
SNRM23,SNRM,2017,SNRM-2017,S,63,23,41.89933,-89.34156,long,diurnal,0
SNRM24,SNRM,2017,SNRM-2017,S,49,27,41.89933,-89.34156,long,diurnal,0
SNRM25,SNRM,2017,SNRM-2017,S,10,7,41.89933,-89.34156,long,diurnal,0
SNRM26,SNRM,2017,SNRM-2017,S,8,5,41.89933,-89.34156,long,diurnal,0
SNRM27,SNRM,2017,SNRM-2017,S,12,6,41.89933,-89.34156,long,diurnal,0
SNRM28,SNRM,2017,SNRM-2017,S,43,1,41.89933,-89.34156,long,diurnal,0
SNRM29,SNRM,2017,SNRM-2017,S,54,5,41.89933,-89.34156,long,diurnal,0
SNRM30,SNRM,2017,SNRM-2017,S,14,1,41.89933,-89.34156,long,diurnal,0
SSC01,SSC,2018,SSC-2018,S,37,15,44.55531,-92.59423,long,diurnal,0
SSC02,SSC,2018,SSC-2018,S,38,31,44.55531,-92.59423,long,diurnal,0
SSC03,SSC,2018,SSC-2018,S,21,16,44.55531,-92.59423,long,diurnal,0
SSC04,SSC,2018,SSC-2018,S,41,20,44.55531,-92.59423,long,diurnal,0
SSC05,SSC,2018,SSC-2018,S,53,25,44.55531,-92.59423,long,diurnal,0
SSC06,SSC,2018,SSC-2018,S,9,8,44.55531,-92.59423,long,diurnal,0
SSC07,SSC,2018,SSC-2018,S,16,13,44.55531,-92.59423,long,diurnal,0
SSC08,SSC,2018,SSC-2018,S,45,28,44.55531,-92.59423,long,diurnal,0
SSC09,SSC,2018,SSC-2018,S,20,10,44.55531,-92.59423,long,diurnal,0
SSC10,SSC,2018,SSC-2018,S,57,26,44.55531,-92.59423,long,diurnal,0
SSC11,SSC,2018,SSC-2018,S,20,9,44.55531,-92.59423,long,diurnal,0
SSC12,SSC,2018,SSC-2018,S,45,33,44.55531,-92.59423,long,diurnal,0
SSC13,SSC,2018,SSC-2018,S,9,1,44.55531,-92.59423,long,diurnal,0
SSC14,SSC,2018,SSC-2018,S,14,3,44.55531,-92.59423,long,diurnal,0
SSC15,SSC,2018,SSC-2018,S,20,9,44.55531,-92.59423,long,diurnal,0
SSC16,SSC,2018,SSC-2018,S,75,46,44.55531,-92.59423,long,diurnal,0
SSC17,SSC,2018,SSC-2018,S,45,31,44.55531,-92.59423,long,diurnal,0
SSC18,SSC,2018,SSC-2018,S,27,9,44.55531,-92.59423,long,diurnal,0
SSC19,SSC,2018,SSC-2018,S,39,14,44.55531,-92.59423,long,diurnal,0
SSC20,SSC,2018,SSC-2018,S,80,49,44.55531,-92.59423,long,diurnal,0
SSC21,SSC,2018,SSC-2018,S,16,8,44.55531,-92.59423,long,diurnal,0
SSC22,SSC,2018,SSC-2018,S,28,16,44.55531,-92.59423,long,diurnal,0
SSC23,SSC,2018,SSC-2018,S,55,21,44.55531,-92.59423,long,diurnal,0
SSC24,SSC,2018,SSC-2018,S,27,17,44.55531,-92.59423,long,diurnal,0
SSC25,SSC,2018,SSC-2018,S,26,16,44.55531,-92.59423,long,diurnal,0
SSC26,SSC,2018,SSC-2018,S,24,12,44.55531,-92.59423,long,diurnal,0
SSC27,SSC,2018,SSC-2018,S,23,12,44.55531,-92.59423,long,diurnal,0
SSC28,SSC,2018,SSC-2018,S,42,34,44.55531,-92.59423,long,diurnal,0
SSC29,SSC,2018,SSC-2018,S,26,10,44.55531,-92.59423,long,diurnal,0
SSC30,SSC,2018,SSC-2018,S,34,20,44.55531,-92.59423,long,diurnal,0
SYH01,SYH,2019,SYH-2019,S,12,5,32.03469,-104.4479,short,diurnal,0
SYH02,SYH,2019,SYH-2019,S,10,7,32.03469,-104.4479,short,diurnal,0
SYH03,SYH,2019,SYH-2019,S,14,11,32.03469,-104.4479,short,diurnal,0
SYH04,SYH,2019,SYH-2019,S,14,4,32.03469,-104.4479,short,diurnal,0
SYH05,SYH,2019,SYH-2019,S,9,4,32.03469,-104.4479,short,diurnal,0
SYH06,SYH,2019,SYH-2019,S,19,7,32.03469,-104.4479,short,diurnal,0
SYH07,SYH,2019,SYH-2019,S,21,10,32.03469,-104.4479,short,diurnal,0
SYH08,SYH,2019,SYH-2019,S,10,5,32.03469,-104.4479,short,diurnal,0
SYH09,SYH,2019,SYH-2019,S,16,9,32.03469,-104.4479,short,diurnal,0
SYH10,SYH,2019,SYH-2019,S,7,5,32.03469,-104.4479,short,diurnal,0
SYH11,SYH,2019,SYH-2019,S,26,20,32.03469,-104.4479,short,diurnal,0
SYH12,SYH,2019,SYH-2019,S,12,5,32.03469,-104.4479,short,diurnal,0
SYH13,SYH,2019,SYH-2019,S,32,17,32.03469,-104.4479,short,diurnal,0
SYH14,SYH,2019,SYH-2019,S,11,9,32.03469,-104.4479,short,diurnal,0
SYH15,SYH,2019,SYH-2019,S,16,13,32.03469,-104.4479,short,diurnal,0
SYH16,SYH,2019,SYH-2019,S,32,18,32.03469,-104.4479,short,diurnal,0
SYH17,SYH,2019,SYH-2019,S,13,6,32.03469,-104.4479,short,diurnal,0
SYH18,SYH,2019,SYH-2019,S,34,22,32.03469,-104.4479,short,diurnal,0
SYH19,SYH,2019,SYH-2019,S,22,10,32.03469,-104.4479,short,diurnal,0
SYH20,SYH,2019,SYH-2019,S,11,6,32.03469,-104.4479,short,diurnal,0
SYH21,SYH,2019,SYH-2019,S,26,16,32.03469,-104.4479,short,diurnal,0
SYH22,SYH,2019,SYH-2019,S,27,19,32.03469,-104.4479,short,diurnal,0
SYH23,SYH,2019,SYH-2019,S,40,26,32.03469,-104.4479,short,diurnal,0
SYH24,SYH,2019,SYH-2019,S,36,22,32.03469,-104.4479,short,diurnal,0
SYH25,SYH,2019,SYH-2019,S,18,10,32.03469,-104.4479,short,diurnal,0
SYH26,SYH,2019,SYH-2019,S,23,13,32.03469,-104.4479,short,diurnal,0
SYH27,SYH,2019,SYH-2019,S,21,7,32.03469,-104.4479,short,diurnal,0
SYH28,SYH,2019,SYH-2019,S,31,14,32.03469,-104.4479,short,diurnal,0
SYH29,SYH,2019,SYH-2019,S,29,2,32.03469,-104.4479,short,diurnal,0
SYH30,SYH,2019,SYH-2019,S,19,5,32.03469,-104.4479,short,diurnal,0
